#,Title,Author,Database,Year
963,Architectural Design and Digital Paradigm: from Renaissance Models to Digital Architecture,Paolo Fiamma,ACADIA,2003
964,A Web-based Virtual Lighting Simulator,"Papamichael, K., Lai, J., Fuller, D. and Tariq, T.",ACADIA,2002
965,An Expandable Software Model for Collaborative Decision-Making During the Whole Building Life Cycle ,"Papamichael, K., Pal, V., Bourassa, N., Loffeld, J. and Capeluto, I.G.",ACADIA,2000
966,The Building Design Advisor,"Papamichael, K., Porta, J.L., Chauvet, H.,  Collins, D., Trzcinski, T. , Thorpe, J. and Selkowitz, S. ",ACADIA,1996
967,Desktop Radiance A New Tool for Computer-Aided Daylighting Design,"Papamichael, Konstantinos ",ACADIA,2000
968,Predictable Modelling Interaction Using High-Level Constraints: Making Objects Behave As They Would In Our Environment,"Papper, M., Danahy, J. and Baecker, R. ",ACADIA,1991
969,CAD in Education,"Paranandi, Murali ",ACADIA,1999
970,Roof Modeling Using Architectural Semantics Paradigm ,"Paranandi, Murali",ACADIA,1995
971,Agent-Based Model for the Development of Integrative Design Tools,"Parascho, Stefana; Baur, Marco; Baharlou, Ehsan; Knippers, Jan; Menges, Achim ",ACADIA,2013
972,Representation of Architectural Concepts in the Study of Precedents: A Concept-Learning System ,"Park, Taeyeol and Miranda, Valerian",ACADIA,1997
973,Form-Making in SIFT Imaged Environments,"Parker, Matthew; Taron, Joshua M.",ACADIA,2016
974,Integrating Physical and Digital: Interactive technologies and design of matter,"Parlac, Vera",ACADIA,2011
975,Agile Spaces,"Parlac, Vera",ACADIA,2013
976,Craft and Geometry in Architecture: An Experimental Design Studio Using the Computer,"Parsons, Peter W.",ACADIA,1994
977,Form Force Matter: Investigating form-active systems through analog machines and physics-based simulation,"Parsons, Ronnie; Akos, Gil",ACADIA,2011
978,Performative Responsive Architecture Powered by Climate,"Pasold, Anke; Foged, Isak Worre ",ACADIA,2010
979,3D Sampling Textures for Creative Design and Manufacturing,"Patel, Sayjel Vijay; Tam, Kam-Ming Mark; Pushparajan, Sanjay; Mignone, Paul J.",ACADIA,2017
980,Food Urbanism,"Patt, Trevor",ACADIA,2013
981,A Five-axis Robotic Motion Controller for Designers,"Payne, Andrew",ACADIA,2011
982,Material Bio-Intelligibility,"Paz Gutierrez, Maria",ACADIA,2008
983,Robotic Fabrication with Cork: Emerging Opportunities in Architecture and Building Construction,"Pedro Sousa, Josï¿? Veiga, Germano; Moreira,  A. Paulo ",ACADIA,2015
984,Hypermedia Authoring and Contextual Modeling in Architecture and Urban Design: Collaborative Reconstructing Historical Sheffield,"Peng C. and Blundell Jones, P.",ACADIA,1999
985,LiQuID: Lighting Quality for Design,"Peng, J., Liao, B., Glaser, D., Canny, J. and Do, E. Y.L.",ACADIA,2003
986,Machinesï¿?Perception of Space: Employing 3D Isovist Methods and a Convolutional Neural Network in Architectural Space Classification,"Peng, Wenzhe; Zhang, Fan; Nagakura, Takehiko",ACADIA,2017
987,Toward Computational Play,"Penman, Scott",ACADIA,2017
988,The Synthetic Sublime,"Perez, Santiago R.",ACADIA,2004
989,PolyForm: Biomimetic Surfaces,"Perez, Santiago R.",ACADIA,2006
990,Crafting Complexity: Material / Procedure / Form,"Perez, Santiago R.",ACADIA,2008
991,Exercising Collaborative Design in a Virtual Environment,"Peri, Christopher",ACADIA,2000
992,Data Flow and Communication in the Design of Complex Architectural Forms,"Peronto, John; Maschke, Ken; Sinn, Robert; Xu, Fei; Raines, Ben; Rehill, Dennis ",ACADIA,2009
993,Landscape of the Mind,"Perron, Richard and Miller, Deron",ACADIA,1991
994,Anticipatory Architecture | Extrapolative Design,"Perry, Chris ",ACADIA,2010
995,The Smithsonian Courtyard Enclosure: A Case-Study of Digital Design Processes,"Peters, Brady ",ACADIA,2007
996,Copenhagen Elephant House: A Case Study of Digital Design Processes,"Peters, Brady",ACADIA,2008
997,Parametric Acoustic Surfaces,"Peters, Brady",ACADIA,2009
998,Rapid Prototyping and Rapid Manufacturing at Foster + Partners,"Peters, Brady; Xavier De Kestelier",ACADIA,2008
999,Building Bytes: 3D-Printed Bricks,"Peters, Brian",ACADIA,2013
1000,Additive Formwork: 3D Printed Flexible Formwork ,"Peters, Brian",ACADIA,2014
1001,Vertex.3D,"Peters, Brian",ACADIA,2014
1002,Simulation by Design: A Parametric Design Tool for Zero Energy Buildings,"Peters, Troy",ACADIA,2011
1003,A FRAMEWORK FOR COOPERATIVE ACTIVITIES OF COMPUTER DESIGN AGENTS,"Petrovic, Ivan K.",ACADIA,1995
1004,Vertiguous Interiors,"Piaseczynska, Marta; Karaivanov, Rangel; Strohmayer, Jurgen",ACADIA,2014
1005,Structural Design Education with Computers ,"Piccolotto, Moreno and Rio, Olga",ACADIA,1995
1006,Digital Culture And Architecture:: Evolution or Revolution,"Picon, Antoine ",ACADIA,2010
1007,Formation Embedded Design: A methodology for the integration of fabrication constraints into architectural design,"Pigram, David; McGee, Wes",ACADIA,2011
1008,The Grammar of Crystallographic Expression,"Pineda, Sergio; Arora, Mallika; Williams, P. Andrew; Kariuki, Benson M.; Harris, Kenneth D. M.",ACADIA,2016
1009,Design Evaluation Based on Virtual Representation of Spaces ,"Pinet, Celine",ACADIA,1997
1010,"Acadiaï¿½s Browser: A Virtual Studio, and Much More","Pinet, Cï¿½line ",ACADIA,1998
1011,ACADIAï¿½S Browser: Venti Non-Fat Decaf Latte,"Pinet, Cï¿½line ",ACADIA,1999
1012,Adding a Wow Factor to CAD Drawings,"Pinet, Cï¿½line ",ACADIA,1999
1013,"ACADIA'S Browser: Crossing Centuries, Blurring Boundaries","Pinet, Cï¿½line ",ACADIA,1999
1014,Facing The Millennium: Where Will CAD Lead Us?,"Pinet, Cï¿½line ",ACADIA,1999
1015,"Associate, Dissociate, Socio-Create","Pinet, Cï¿½line ",ACADIA,2000
1016,ACADIA'S Browser: Connect ï¿?Link Up ï¿?Get A Buzz,"Pinet, Cï¿½line ",ACADIA,2000
1017,"Turn Up The Volume, This is Good Music","Pinet, Cï¿½line ",ACADIA,2000
1018,"As a Matter of Factï¿?""Pinet"," Cï¿½line """,ACADIA,2000
1019,Antithetical Colloquy: From operation to interaction in digital fabrication,"Pinochet, Diego",ACADIA,2016
1020,Autonomous and Adaptive Cross-Scalar Structures and Systems,"Plemenitas, Maj",ACADIA,2013
1021,Notes for an Archeology of Responsive Environments: The case of Montreal 1965-1975 ,"Ponte, Alessandra ",ACADIA,2010
1022,Towards an Object-Oriented Language for the Declarative Design of Scenes,"Popov, V., Popova, L. and De Paoli, G.",ACADIA,1998
1023,Computer Graphics: Assistance for Archaeological Hypotheses,"Potier, S., Malret, J.-L-. and Zoller, J.",ACADIA,1998
1024,"Reactive Light Design in the """"Laboratory of the Street"""" Esben Skouboe Poulsen, Hans Jï¿½rgen Andersen""","Poulsen, Esben Skouboe ; Andersen, Hans Jï¿½rgen",ACADIA,2012
1025,Modeling with Gestures: The 3D Sketchmaker,"Pratini, Edison ",ACADIA,1999
1026,Animation and Multimedia: Interviews at Five Large Los Angeles Firms,"Price, Nicholas E. and Noble, Douglas",ACADIA,1999
1027,ACADIA 2002 [Conference Proceedings],"Proctor, George",ACADIA,Ed.
1028,Comments on Low-Polygon Modeling,"Proctor, George ",ACADIA,2000
1029,"Reflections on the VDS, Pedagogy, Methods","Proctor, George ",ACADIA,2000
1030,Agent-based models for computing circulation,"Puusepp, Renee",ACADIA,2014
1031,Participant Observation Can Discover Design Patterns in Parametric Modeling,"Qian, Cheryl Z.; Chen, Victor Y.; Woodbury, Robert F.",ACADIA,2007
1032,Energy Graphics: A Progress Report on the Development of Architectural Courseware,"Quadrel, Richard W. and Chassin, David P.",ACADIA,1985
1033,Parametric Translations,"Ra, Seung",ACADIA,2011
1034,Design Teaching: The Language of Architectural Plans,"Radford, Anthony D., Oxman, Robert and Oxman, Rivka",ACADIA,1988
1035,Developing Concrete Polymer Building Components for 3D Printing,"Rael, Ronald; San Fratello, Virginia",ACADIA,2011
1036,Thermodynamic Architecture,"Rahm, Philippe",ACADIA,2008
1037,Towards BIM-based Parametric Building Energy Performance Optimization,"Rahmani Asl, Mohammad; Zarrinmehr, Saied; Yan, Wei ",ACADIA,2013
1038,Collaboration in Parametric Design: Analyzing User Interaction during Information Sharing ,"Rajus, Vinu Subashini; Woodbury, Robert; Erhan, Halil I.; Riecke, Bernhard E.; Mueller, Volker",ACADIA,2010
1039,Adaptive Morphologies: Toward a Morphogenesis of Material Construction,"Ramirez-Figueroa, Carolina; Dade-Robertson, Martyn; Hernan, Luis",ACADIA,2013
1040,Bacterial Hygromorphs: Experiments into the Integration of Soft Technologies into Building Skins,"Ramirez-Figueroa, Carolina; Hernan, Luis; Guyet, Aurelie; Dade-Robertson, Martyn",ACADIA,2016
1041,Light and Form: A Case Study,"Randle, Jay",ACADIA,1993
1042,A City Simulator,"Raposo, M., Sampio, M. and Raposo, P.",ACADIA,2001
1043,Real Time / Implication for Production Spaces,"Rappaport, Nina",ACADIA,2009
1044,Adaptive Tectonic Systems: Parametric Modeling and Digital Fabrication of Precast Roofing Assemblies Toward Site-Specific Design Response,"Raspall, Felix; Imbern, Matï¿½as; Choi, William",ACADIA,2013
1045,The Teaching of Computer Assisted Sustainable Architectural Design,"Reed, Raymond D. ",ACADIA,1988
1046,Discrete Computational Methods for Robotic Additive Manufacturing: Combinatorial Toolpaths,"Retsin, Gilles; Garcia, Manuel Jimenez",ACADIA,2016
1047,Towards a Digital Anisotropic Materiality,"Rhomberg, Daniel",ACADIA,2014
1048,Designing with Gradients: Bio-Inspired Computation for Digital Fabrication ,"Richards, Daniel;Amos, Martyn",ACADIA,2014
1049,"The Glass Office - SCL office and showroom in Brisbane, Australia","Riese, Martin  and Simmons, Marc",ACADIA,2004
1050,Digital Traces,"Riether, Gernot",ACADIA,2008
1051,The Nuit Blanche Pavilion: Using the elastic behavior of elastomers for a lightweight structure,"Riether, Gernot; Rahimzadeh, Keyan ",ACADIA,2013
1052,Cybrid Tectonics: A Panama Canal Exhibition,"Rios-Castro, Lorena Itzel ",ACADIA,2000
1053,Funicular Shell Design Exploration,"Rippmann, Matthias; Block, Philippe",ACADIA,2013
1054,Aspects of Tenochtitlan: Nature of CD-ROM Production in the Construction of Content ,"Rivera , Antonieta and Wojtowicz, Jerzy",ACADIA,1997
1055,"Snap-fit Joints: CNC fabricated, integrated mechanical attachment for structural wood panels","Robeller, Christopher; Mayencourt, Paul; Weinand, Yves",ACADIA,2014
1056,"Realization of a Double-Layered Diamond Vault Made from CLT: Constraint-aware design for assembly, for the first integrally attached Timber Folded Plate lightweight structure, covering a column free span of 20 meters with only 45 millimeter thick CLT plates.","Robeller, Christopher; Weinand, Yves ",ACADIA,2017
1057,Aspects of Rules and Language in Design Decisions,Robert E. Johnson and Yasser Mansour ,ACADIA,1987
1058,Calibrating Agencies in a Territoy of Instrumentality,"Robinson, Alexander",ACADIA,2014
1059,Evolving Cooperative Behaviour in a Reflexive Membrane,"Robinson, Kirsten; Gorbet, Robert; Beesley, Philip",ACADIA,2007
1060,Instrumentalizing Coevolution as Design Technique,"Robinson, Michael",ACADIA,2008
1061,BI[r]O-BO[o]T Ecosophical Apparatus & Skizoï¿½d Machines,"Roche, Francois; Stephanie Lavaux; Benoit Durandin; Stephan Henrich",ACADIA,2008
1062,Interface: Between Analog and Digital Systems,"Rocker, Ingeborg M. ",ACADIA,2010
1063,Investigations into the Production of Form,"Roe, Sharon L.",ACADIA,1995
1064,Formicis: A Study In Behavioral Componentry,"Rogers, Michael James",ACADIA,2013
1065,Kinetic Architecture Matrix,"Ron, Ruth; Weissenbï¿½ck, Renate; Harari, Tzach",ACADIA,2013
1066,Breeding Architecture with Design,"Rosa, Joseph",ACADIA,2011
1067,Clay Non-Wovens: Robotic Fabrication and Digital Ceramics,"Rosenwasser, David; Mantell, Sonya; Sabin, Jenny ",ACADIA,2017
1068,Exact Face-Offsetting for Polygonal Meshes ,"Ross, Elissa; Hambleton, Daniel ",ACADIA,2015
1069,Collaborative Assembly of Digital Materials,"Rossi, Andrea; Tessmann, Oliver",ACADIA,2017
1070,Adaptive Distributed Architectural Systems,"Rossi, Dino ; Nagy, Zoltan ; Schlueter, Arno",ACADIA,2012
1071,Sketching with Robots,"Roudavski, Stanislav ",ACADIA,2015
1072,Drawing Lessons from Word Processing,"Rubinger, Morton ",ACADIA,1988
1073,Will CAD Survive Designers?,"Rubinger, Morton",ACADIA,1989
1074,Web Based Consultation for Cambridge Universityï¿½s Building Program," Ruffle, Simon and  Richens, Paul",ACADIA,2001
1075,Seeking Performative Beauty,"Ruffo Calderon, Emmanuel; Schimek, Heimo; Wiltsche, Albert",ACADIA,2011
1076,Feedback- and Data-driven Design for Aggregate Architectures: Analyses of Data Collections for Physical and Numerical Prototypes of Designed Granular Materials,"Rusenova, Gergana; Dierichs, Karola; Baharlou, Ehsan; Menges, Achim",ACADIA,2016
1077,Information as Material: Data Processing and Digital Fabrication Technologies ,"Russo, Rhett ",ACADIA,2010
1078,Computational Sand Pile Techniques for Diffused Accoustical Ceramics,"Russo, Rhett",ACADIA,2014
1079,"Code, Context, and Perception: Matrix Architecture and the Architect Weaver","Sabin, Jenny E",ACADIA,2009
1080,Digital Ceramics: Crafts-based Media for Novel Material Expression & Information Mediation at the Architectural Scale ,"Sabin, Jenny E. ",ACADIA,2010
1081,The Greenhouse & Cabinet of Future Fossils: Interfacing Nature in the Built Environment,"Sabin, Jenny E.",ACADIA,2012
1082,myThread Pavilion: Generative Fabrication in Knitting Processes,"Sabin, Jenny E.",ACADIA,2013
1083,Nonlinear Systems Biology and Design: Surface Design,"Sabin, Jenny E.; Peter Lloyd Jones",ACADIA,2008
1084,"Synthesis of Form, Structure and Material: Design for a Form-Optimized Lightweight Membrane Construction","Sach, Edgar",ACADIA,2008
1085,Information is the Raw Material of a New Architecture,"Saggio, Antonino ",ACADIA,2010
1086,Object Based Modeling and Concept-Testing: A Framework for Studio Teaching,"Saggio, Antonino",ACADIA,1992
1087,Computer-Aided Architectural Design Strategies: One Size Does Not Fit All,"Sakr, Yasser H. and Johnson, Robert E.",ACADIA,1991
1088,Demonstration of an Open Platform for Tangible and Social Interactions with Responsive Models ,"Salim, Flora Dilys; Mulder, Hugo; Jaworski, Przemyslaw ",ACADIA,2010
1089,Informing Architecture and Urban Modeling with Real-world Data on 3D Tangible Interfaces and Augmented Displays,"Salim, Flora; Jaworski, Przemyslaw; Kaftan, Martin; Friedrich, Eva; Urquiza, Rafael; Oh, Suhee; Fihn, John; Galaso, Jose Luis; Roa, Rafael; Banke, Tore; Bak, Jakob; Kalvo, Raul; Di Leo, Stefan; Madeddu, Davide; Albuquerque, Joao; Gillespie, David; ï¿½stergaard, Jacob",ACADIA,2011
1090,Extreme Spatial Experience: Altering the Perception of Space,"Samareh, Behnam and Terzidis, Kostas",ACADIA,2002
1091,The Tower of Babel a transformation of vladimir tatlinï¿½s monument to thethird international as a new headquarters for the united,"Sanabria, Sergio and Puranandi, Murali",ACADIA,et al.
1092,"Transformable, Folding Space","Sanchez del Valle, Carmina ",ACADIA,1996
1093,Temporal and Spatial Combinatorics in Games for Design,"Sanchez, Jose ",ACADIA,2015
1094,Gamescapes,"Sanchez, Jose",ACADIA,2013
1095,Polyomino: Reconsidering serial repetition in combinatorics,"Sanchez, Jose",ACADIA,2014
1096,Polyomino: Reconsidering Serial Repetition in Comibatorics,"Sanchez, Jose",ACADIA,2014
1097,Combinatorial design: Non-parametric computational design strategies,"Sanchez, Jose",ACADIA,2016
1098,Bloom the Game,"Sanchez, Jose; Andrasek, Alisa",ACADIA,2013
1099,Adaptive Kinetic Architecture: A Portal To Digital Prototyping ,"Sanchez-Del-Valle, Carmina",ACADIA,2005
1100,"Flows, Bits, Relationships: Construction of Deep Spatial Understanding","Sandoval Olascoaga, Carlos; Victor-Faichney, John ",ACADIA,2015
1101,242 On the Strategic Integration of Sketching And Parametric Modeling in Conceptual Design,"Sanguinetti, Paola; Abdelmohsen, Sherif",ACADIA,2007
1102,Thinking in Parametric Phenomenology,"Sanguinetti, Paola; Chad Kraus",ACADIA,2011
1103,Robotic Formwork in the MARS Pavilion: Towards The Creation Of Programmable Matter,"Sarafian, Joseph; Culver, Ronald; Lewis, Trevor S.",ACADIA,2017
1104,Daylight Simulation: Examining its place during Conceptual Stages in a CAAD Studio,"Sarawgi, Tina and Paranandi, Murali ",ACADIA,2002
1105,Vision on ICT Developments for the Building Sector ,"Sariyildiz, S., Stouffs, R. and Tunï¿½er, B.",ACADIA,2000
1106,The Sasada Lab Department of Environmental Engineering Graduate School of Engineering,"Sasada, Tsuyoshi Tee ",ACADIA,1998
1107,Reconstructing Palladioï¿½s Villas: A computational analysis of Palladioï¿½s villa design and construction process,"Sass, Larry  ",ACADIA,2001
1108,Smart Housing for the Elderly: Understanding Perceptions and Biases of Rural America,"Satpathy, Lalatendu; Mathew, Anijo Punnen",ACADIA,2007
1109,Robotic Lattice Smock,"Saunders, Andrew",ACADIA,2014
1110,"20,000 Blocks: Can gameplay be used to guide non-expert groups in creating architecture?","Savov, Anton; Buckton, Ben; Tessmann, Oliver",ACADIA,2016
1111,Introduction to Playable Voxel-Shape Grammars,"Savov, Anton; Tessmann, Oliver",ACADIA,2017
1112,Embracing the Urban Glitch in Search of the (Extra)Ordinary: A New Paradigm for Smart Cities,"Sayegh, Allen; Andreani, Stefano",ACADIA,2015
1113,Architectural Drawing- A Prospective Requiem,"Scheer, David R.",ACADIA,2011
1114,Computer Aided Design for Wind and Seismic Forces,"Schierle, G. Goetz",ACADIA,1992
1115,ï¿½Inventioneering Architectureï¿?Building a doubly curved section through Switzerland,"Schindler, C., Braach, M., Scheurer, F. ",ACADIA,2006
1116,Inventioneering Architecture: building a doubly curved section through Switzerland,"Schindler, C., Braach, M., Scheurer, F. ",ACADIA,2006
1117,Analysis of Digital Image Properties and Human Preference,"Schira, Gretchen ",ACADIA,2002
1118,Bending-Active Plates: Form-Finding and Form-Conversion,"Schleicher, Simon; La Magna, Riccardo",ACADIA,2016
1119,Bending-active Sandwich Shells: Studio One Research Pavilion 2017,"Schleicher, Simon; La Magna, Riccardo; Zabel, Joshua",ACADIA,2017
1120,Balancing Design and Performance in Building Retrofitting: A Case Study Based on Parametric Modeling,"Schlueter, Arno; Frank Thesseling",ACADIA,2008
1121,A Framework for Linking Design and Fabrication in Geometrically Complex Architecture,"Schmeidhofer, Heinz; Reis, Martin; Flory, Simon; Rist, Florian; Suter, Georg",ACADIA,2014
1122,Interactive Geometric Design of Architectural Freeform Hulls with Embedded Fabrication Information ,"Schmiedhofer, Heinz ",ACADIA,2010
1123,Architectural Tool Building: Introduction to Pascal for Architects and Designers Using Graphics on the IBM PC and Macintosh,"Schmitt, Gerhard N. ",ACADIA,1985
1124,"Architectural Expert Systems: Definition, Application Areas and Practical Examples","Schmitt, Gerhard N. ",ACADIA,1985
1125,The Perceived Impact of Computers on the Teaching of Design Goals and Reality,"Schmitt, Gerhard",ACADIA,1987
1126,Cultural Parametrics,"Schnoedt, Heinrich ",ACADIA,1991
1127,Physical Simulation in a VR Tool for Urban Design,"Schubert, Frieder and Lurz, Philipp",ACADIA,et al.
1128,3d Virtuality Sketching: Interactive 3d Sketching Based on Real Models in a Virtual Scene,"Schubert, Gerhard ; Artinger, Eva ; Yanev, Violin ; Klinker, Gudrun ; Petzold, Frank",ACADIA,2012
1129,Tangible Tools for Architectural Design: Seamless Integration into the Architectural Workflow,"Schubert, Gerhard; Artinger, Eva; Petzold, Frank; Klinker, Gudrun",ACADIA,2011
1130,Use of a Low-Cost Humanoid for Tiling as a Study in On-Site Fabrication: Techniques and Methods,"Schwartz, Mathew",ACADIA,2016
1131,Digital Clay: Deriving Digital Models from Freehand Sketches,"Schweikhardt, Eric and Gross, Mark",ACADIA,1998
1132,Machinic Morphospaces: Biomimetic Design Strategies for the Computational Exploration of Robot Constraint Spaces for Wood Fabrication,"Schwinn, Tobias ; Krieg, Oliver David ; Menges, Achim ; Mihaylov, Boyan ; Reichert, Steffen",ACADIA,2012
1133,Behavioral Strategies: Synthesizing design computation and robotic fabrication of lightweight timber plate structures," Schwinn, Tobias; Krieg, Oliver David; Menges, Achim",ACADIA,2014
1134,Robotic Sewing: A Textile Approach Towards the Computational Design and Fabrication of Lightweight Timber Shells,"Schwinn, Tobias; Krieg, Oliver David; Menges, Achim",ACADIA,2016
1135,Soundscan: Sound and Spatial Sampling (A Study of the Schindler House),"Sciotto, F. Myles",ACADIA,2014
1136,"Stoicheia: Teslaï¿½s Apotheosis, Architecture and Sound","Sciotto, F. Myles; Crettaz, Jean-Michel",ACADIA,2014
1137,Involute: A method for the integration of multi-axis fabrication with a helical system of variable wood bending,"Scorcia, Bennett Vito; Lin, Susin",ACADIA,2013
1138,Hierarchy in Knitted Forms: Environmentally Responsive Textiles for Architecture,"Scott, Jane",ACADIA,2013
1139,The Design Space of Schematic Palladian Plans for Two Villa Topologies,"Seebohm, Thomas  and Chan, Dean ",ACADIA,2001
1140,Interpreting Takefijmi Aida's Toy Block Houses,"Seebohm, Thomas ",ACADIA,1988
1141,CONNECTED COURSES: METHODS OF NETWORK COMMUNICATIONS,"Seebohm, Thomas and Temkin, Aron ",ACADIA,2003
1142,Digital Design Studios: Do Computers Make a Difference? [Conference Proceedings],"Seebohm, Thomas and Van Wyk, Skip",ACADIA,Eds.
1143,Rule - Based Representation Of Design In Architectural Practice,"Seebohm, Thomas and Wallace, William",ACADIA,1997
1144,Deconstructing the Constructivist Drawings of Iakov Chernikhov,"Seebohm, Thomas",ACADIA,1990
1145,CAD and the Baroque,"Seebohm, Thomas",ACADIA,1990
1146,A Possible Palladian Villa,"Seebohm, Thomas",ACADIA,1991
1147,Discoursing on Urban History Through Structured Typologies,"Seebohm, Thomas",ACADIA,1992
1148,Digital Design Pedagogy: Strategies and Results of Some Successful Experiments,"Seebohm, Thomas",ACADIA,2007
1149,Metabolic Change,"Seibert, Matthew; Roy, Eric",ACADIA,2013
1150,An Epistemological and Systems Approach to Digital Technology Integration in Architectural Curriculum,"Senagala, M.",ACADIA,1999
1151,The Thoroughbred Pegasus Plaza,"Senagala, Mahesh ",ACADIA,2001
1152,Time-like Architectures: The Emergence of Post-spatial Parametric Worlds,"Senagala, Mahesh ",ACADIA,2002
1153,Digital Theory,"Senagala, Mahesh ",ACADIA,2003
1154,"Architecture, Speed, and Relativity: On the Ethics of Eternity, Infinity, and Virtuality","Senagala, Mahesh",ACADIA,2000
1155,Building is a Network for Living in: Toward New Architectures,"Senagala, Mahesh",ACADIA,2005
1156,Light Exchange,"Senagala, Mahesh",ACADIA,2006
1157,Going Past the Golem: The Emergence of Smart Architecture,"Senagala, Mahesh",ACADIA,2006
1158,Curvilinear Pedagogy of Tensile Fabrications,"Senagala, Mahesh",ACADIA,2006
1159,An Inconvenient Studio ,"Senagala, Mahesh; Vermillion, Joshua ",ACADIA,2009
1160,A Curriculum for Integrating Computational Thinking ,"Senske, Nicholas",ACADIA,2011
1161,From Aztec Pictograms to Digital Media - The Case of the Aztec Temple Square,"Serrato-Combe, Antonio ",ACADIA,2001
1162,Form Follows Software,"Serriano, Pierluigi ",ACADIA,2003
1163,Shading Mask: A Teaching Tool for Sun Shading Devices ,"Setiadarma, E., Noble, D. and Kensek, K.",ACADIA,1995
1164,Using Physical Models in Design to Evaluate the Acclimatisation of Kinetic Facades for Daylight and Thermal Performance ,"Sharaidin, Kamil",ACADIA,2014
1165,Notes on Abductive Experimentation,"Sharif, Mohamed ",ACADIA,2010
1166,Knit Architecture: Exploration of Hybrid Textile Composites Through the Activation of Integrated Material Behavior,"Sharmin, Shahida; Ahlquist, Sean",ACADIA,2016
1167,ï¿½Kielder Probesï¿?ï¿?bespoke tools for an indeterminate design process,"Sheil, Bob and Leung, Chris",ACADIA,2005
1168,PerFORM/The Scan: Experimental studies in 3D Scanning and Theatrical Performance ,"Sheil, Bob",ACADIA,2013
1169,Toward an Architecture of Hertzian Space,"Shepard, Mark ",ACADIA,2009
1170,To Proceed Analysis of Dynamic Virtual Environment by Using Physical Model as a Protagonist,"Shih, Chien-Hung ",ACADIA,2003
1171,Digital Architecture - What Would 6000 Points Turn Out To Be?,"Shih, Naai-Jung ",ACADIA,2003
1172,Tissue Architecture: Programmable Folding in Digital Responsive Skins,"Shin, Jae-Won; Sabin, Jenny E.",ACADIA,2013
1173,Multi-Faceted Architectural Visualization,"Shinners, Neil, Dï¿½Cruz, Neville and Marriott, Andrew",ACADIA,1992
1174,Context-Aware Multi-Agent Systems: Negotiating Intensive Fields,"Shiordia, Rodrigo; Gerber, David Jason",ACADIA,2014
1175,Parallel Development of Parametric Design Models Using Subjunctive Dependency Graphs,"Shireen, Naghmi ; Erhan, Halil ; Botta, David ; Woodbury, Robert",ACADIA,2012
1176,Weighted Metrics: Synthesizing Elements for Tall Building Design,"Shook, David ; Sarkisian, Mark",ACADIA,2012
1177,Houston Street Project,SHoP Architects,ACADIA,2006
1178,The New Architecture of Phase Change: Speculations on Ice Rapid Prototyping,"Sijpkes, Pieter and Theodore, David",ACADIA,2007
1179,(Un) Building Codes: Architecture and the Limits of Artificial Intelligence,"Silver, Michael ",ACADIA,2015
1180,Discrete Space: Automason Ver. 1.0,"Silver, Michael",ACADIA,2005
1181,The Most Important Airplane In The History Of Architecture,"Silver, Mike",ACADIA,2008
1182,Off-Road City,"Silver, Mike",ACADIA,2013
1183,BIM and Knowledge Management for Archaeological Heritage,"Simeone, Davide; Cursi, Stefano; Toldo, Ilaria; Carrara; Gianfranco",ACADIA,2014
1184,Thermocatalytic Metafolds,"Sina, Ata; Pitt, Shannon; Meyboom, Annalisa; Olson, James; Martinez, Mark",ACADIA,2015
1185,"Architecture in the Environment: A Technology-Centered Model for Priomary, Secondary & Post-Secondary Educational Partnership ","Sinclair, Brian",ACADIA,1995
1186,What Inspires Them: Science Fictionï¿½s Impact on Science Reality ,"Singer, Peter W. ",ACADIA,2009
1187,Digital Exploration of Unbuilt Architecture: A Non-Photorealistic Approach,"Sirbu, Daniela ",ACADIA,2003
1188,The Use of Video-Computer Presentation Techniques to Aid in Communication Between Architect and Client,"Sirikasem, Peerapong and Degelman, Larry 0.",ACADIA,1990
1189,Kafkaï¿½s Penal Colony,"Sisting, John ",ACADIA,2001
1190,Monolith Translucent Lattice,"Sitnikov, Vasily",ACADIA,2014
1191,Emergent Syntax: Machine Learning for the Curation of Design Solution Space,"Sjoberg, Christian; Beorkrem, Christopher; Ellinger, Jefferson",ACADIA,2017
1192,An Electronic Tool for Urban Design Analysis,"Skauge, Jï¿½rn ",ACADIA,1993
1193,Audio and Video Drawings Mapping Temporality ,"Skinner, Martha",ACADIA,2006
1194,Untimely Fabrications,"Sliwka, Ryszard",ACADIA,2004
1195,Case Studies in Architectural CADD Education,"Smith Shaw, Doris",ACADIA,1986
1196,The Conceptual Approach to CAD Education,"Smith Shaw, Doris",ACADIA,1988
1197,Shared Architecture: Rapid-Modeling Techniques for Distribution Via On-Line Multi User Environments,"Smith, Andrew ",ACADIA,2000
1198,Machine Learning Integration for Adaptive Building Envelopes: An Experimental Framework for Intelligent Adaptive Control,"Smith, Shane Ida; Lasch, Chris",ACADIA,2016
1199,"Suisse Telekom Headquarters Norton, Virginia","Smith, Timothy M. ",ACADIA,1999
1200,Constructing Morphogenetic Operators with Inversive Geometry,"Smith, Wesley; Colapinto, Pablo",ACADIA,2013
1201,CAD in the Design Studio: The Discovery of Inhabitation,"Smulevich, Gerard",ACADIA,1993
1202,The Electronic Bauhaus,"Smulevich, Gerard",ACADIA,1994
1203,"Berlin-Crane City: Cardboard, Bits, and the Post-industrial Design Process ","Smulevich, Gerard",ACADIA,1997
